state,date,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed
WA,2020-11-06,46,1
WI,2020-11-06,440,3
WV,2020-11-06,43,0
WY,2020-11-06,28,0
AK,2020-11-05,15,0
AL,2020-11-05,164,1
AR,2020-11-05,97,2
AZ,2020-11-05,109,0
CA,2020-11-05,431,8
CO,2020-11-05,160,1
CT,2020-11-05,56,2
DC,2020-11-05,5,1
DE,2020-11-05,12,0
FL,2020-11-05,449,7
GA,2020-11-05,336,6
HI,2020-11-05,12,0
IA,2020-11-05,167,4
ID,2020-11-05,48,0
IL,2020-11-05,469,7
IN,2020-11-05,214,5
KS,2020-11-05,141,2
KY,2020-11-05,312,3
LA,2020-11-05,105,1
MA,2020-11-05,64,2
MD,2020-11-05,92,0
ME,2020-11-05,7,0
MI,2020-11-05,331,4
MN,2020-11-05,147,4
MO,2020-11-05,265,1
MS,2020-11-05,77,1
MT,2020-11-05,81,1
NC,2020-11-05,170,3
ND,2020-11-05,52,4
NE,2020-11-05,104,1
NH,2020-11-05,3,0
NJ,2020-11-05,161,0
NM,2020-11-05,98,0
NV,2020-11-05,80,1
NY,2020-11-05,288,0
OH,2020-11-05,376,3
OK,2020-11-05,232,0
OR,2020-11-05,33,2
PA,2020-11-05,241,2
PR,2020-11-05,86,5
RI,2020-11-05,11,0
SC,2020-11-05,76,1
SD,2020-11-05,76,1
TN,2020-11-05,197,1
TX,2020-11-05,884,19
UT,2020-11-05,63,2
VA,2020-11-05,104,3
VI,2020-11-05,0,0
VT,2020-11-05,0,0
WA,2020-11-05,45,0
WI,2020-11-05,422,4
WV,2020-11-05,34,0
WY,2020-11-05,28,0
AK,2020-11-04,14,0
AL,2020-11-04,141,3
AR,2020-11-04,86,0
AZ,2020-11-04,117,4
CA,2020-11-04,394,6
CO,2020-11-04,137,2
CT,2020-11-04,40,0
DC,2020-11-04,12,0
DE,2020-11-04,16,1
FL,2020-11-04,387,7
GA,2020-11-04,326,7
HI,2020-11-04,6,0
IA,2020-11-04,158,1
ID,2020-11-04,37,0
IL,2020-11-04,458,5
IN,2020-11-04,207,4
KS,2020-11-04,143,0
KY,2020-11-04,251,1
LA,2020-11-04,103,4
MA,2020-11-04,63,1
MD,2020-11-04,80,1
ME,2020-11-04,4,0
MI,2020-11-04,279,4
MN,2020-11-04,167,3
MO,2020-11-04,261,1
MS,2020-11-04,74,4
MT,2020-11-04,83,1
NC,2020-11-04,161,0
ND,2020-11-04,56,0
NE,2020-11-04,107,2
NH,2020-11-04,5,0
NJ,2020-11-04,149,1
NM,2020-11-04,76,0
NV,2020-11-04,80,1
NY,2020-11-04,257,3
OH,2020-11-04,324,5
OK,2020-11-04,238,2
OR,2020-11-04,30,0
PA,2020-11-04,264,7
PR,2020-11-04,74,5
RI,2020-11-04,18,0
SC,2020-11-04,78,3
SD,2020-11-04,91,0
TN,2020-11-04,224,0
TX,2020-11-04,910,17
UT,2020-11-04,67,2
VA,2020-11-04,83,3
VI,2020-11-04,0,0
VT,2020-11-04,1,0
WA,2020-11-04,43,0
WI,2020-11-04,390,3
WV,2020-11-04,28,0
WY,2020-11-04,32,1
AK,2020-11-03,13,0
AL,2020-11-03,144,0
AR,2020-11-03,95,2
AZ,2020-11-03,136,1
CA,2020-11-03,437,5
CO,2020-11-03,164,5
CT,2020-11-03,46,1
DC,2020-11-03,12,1
DE,2020-11-03,12,1
FL,2020-11-03,408,12
GA,2020-11-03,298,4
HI,2020-11-03,5,0
IA,2020-11-03,163,3
ID,2020-11-03,46,0
IL,2020-11-03,472,8
IN,2020-11-03,182,0
KS,2020-11-03,126,1
KY,2020-11-03,355,1
LA,2020-11-03,105,3
MA,2020-11-03,63,1
MD,2020-11-03,86,0
ME,2020-11-03,5,0
MI,2020-11-03,283,2
MN,2020-11-03,131,3
MO,2020-11-03,223,3
MS,2020-11-03,74,2
MT,2020-11-03,82,3
NC,2020-11-03,202,2
ND,2020-11-03,58,0
NE,2020-11-03,116,1
NH,2020-11-03,2,0
NJ,2020-11-03,158,3
NM,2020-11-03,66,0
NV,2020-11-03,92,0
NY,2020-11-03,196,11
OH,2020-11-03,374,6
OK,2020-11-03,239,3
OR,2020-11-03,30,0
PA,2020-11-03,255,1
PR,2020-11-03,12,1
RI,2020-11-03,16,0
SC,2020-11-03,64,0
SD,2020-11-03,70,0
TN,2020-11-03,191,2
TX,2020-11-03,815,12
UT,2020-11-03,68,1
VA,2020-11-03,96,2
VI,2020-11-03,0,0
VT,2020-11-03,0,0
WA,2020-11-03,38,0
WI,2020-11-03,427,6
WV,2020-11-03,29,1
WY,2020-11-03,25,0
AK,2020-11-02,7,0
AL,2020-11-02,166,0
AR,2020-11-02,89,0
AZ,2020-11-02,95,0
CA,2020-11-02,383,2
CO,2020-11-02,142,4
CT,2020-11-02,47,3
DC,2020-11-02,11,1
DE,2020-11-02,13,1
FL,2020-11-02,355,9
GA,2020-11-02,257,7
HI,2020-11-02,3,0
IA,2020-11-02,93,0
ID,2020-11-02,46,0
IL,2020-11-02,340,4
IN,2020-11-02,187,0
KS,2020-11-02,103,0
KY,2020-11-02,264,10
LA,2020-11-02,71,2
MA,2020-11-02,58,0
MD,2020-11-02,66,2
ME,2020-11-02,5,0
MI,2020-11-02,221,6
MN,2020-11-02,133,3
MO,2020-11-02,200,17
MS,2020-11-02,68,2
MT,2020-11-02,61,1
NC,2020-11-02,140,0
ND,2020-11-02,41,0
NE,2020-11-02,83,1
NH,2020-11-02,3,0
NJ,2020-11-02,110,0
NM,2020-11-02,57,0
NV,2020-11-02,53,0
NY,2020-11-02,141,9
OH,2020-11-02,318,4
OK,2020-11-02,223,4
OR,2020-11-02,18,1
PA,2020-11-02,217,3
PR,2020-11-02,72,0
RI,2020-11-02,6,0
SC,2020-11-02,73,0
SD,2020-11-02,54,0
TN,2020-11-02,167,0
TX,2020-11-02,745,7
UT,2020-11-02,56,1
VA,2020-11-02,70,2
VI,2020-11-02,0,0
VT,2020-11-02,1,0
WA,2020-11-02,38,1
WI,2020-11-02,378,6
WV,2020-11-02,32,0
WY,2020-11-02,21,0
AK,2020-11-01,8,0
AL,2020-11-01,135,1
AR,2020-11-01,70,0
AZ,2020-11-01,109,1
CA,2020-11-01,365,3
CO,2020-11-01,112,2
CT,2020-11-01,24,0
DC,2020-11-01,6,0
DE,2020-11-01,9,1
FL,2020-11-01,357,6
GA,2020-11-01,284,4
HI,2020-11-01,9,0
IA,2020-11-01,113,2
ID,2020-11-01,37,2
IL,2020-11-01,330,3
IN,2020-11-01,202,4
KS,2020-11-01,70,0
KY,2020-11-01,239,2
LA,2020-11-01,75,1
MA,2020-11-01,64,0
MD,2020-11-01,56,0
ME,2020-11-01,4,0
MI,2020-11-01,262,3
MN,2020-11-01,119,2
MO,2020-11-01,196,1
MS,2020-11-01,58,2
MT,2020-11-01,54,1
NC,2020-11-01,108,1
ND,2020-11-01,41,0
NE,2020-11-01,59,1
NH,2020-11-01,7,0
NJ,2020-11-01,104,2
NM,2020-11-01,76,2
NV,2020-11-01,61,0
NY,2020-11-01,122,10
OH,2020-11-01,256,3
OK,2020-11-01,220,3
OR,2020-11-01,21,0
PA,2020-11-01,176,3
PR,2020-11-01,92,0
RI,2020-11-01,8,0
SC,2020-11-01,41,0
SD,2020-11-01,57,1
TN,2020-11-01,146,1
TX,2020-11-01,788,9
UT,2020-11-01,45,1
VA,2020-11-01,69,1
VI,2020-11-01,1,0
VT,2020-11-01,0,0
WA,2020-11-01,31,0
WI,2020-11-01,322,5
WV,2020-11-01,37,0
WY,2020-11-01,13,0
AK,2020-10-31,12,0
AL,2020-10-31,148,2
AR,2020-10-31,83,0
AZ,2020-10-31,106,4
CA,2020-10-31,354,2
CO,2020-10-31,136,1
CT,2020-10-31,47,0
DC,2020-10-31,13,1
DE,2020-10-31,16,1
FL,2020-10-31,363,9
GA,2020-10-31,289,6
HI,2020-10-31,8,0
IA,2020-10-31,131,1
ID,2020-10-31,46,3
IL,2020-10-31,342,4
IN,2020-10-31,232,4
KS,2020-10-31,99,0
KY,2020-10-31,252,4
LA,2020-10-31,72,1
MA,2020-10-31,51,1
MD,2020-10-31,70,0
ME,2020-10-31,8,0
MI,2020-10-31,271,5
MN,2020-10-31,125,2
MO,2020-10-31,204,2
MS,2020-10-31,70,0
MT,2020-10-31,68,1
NC,2020-10-31,148,0
ND,2020-10-31,41,3
NE,2020-10-31,93,0
NH,2020-10-31,3,0
NJ,2020-10-31,139,1
NM,2020-10-31,69,3
NV,2020-10-31,69,1
NY,2020-10-31,137,9
OH,2020-10-31,294,4
OK,2020-10-31,209,5
OR,2020-10-31,17,0
PA,2020-10-31,183,1
PR,2020-10-31,76,0
RI,2020-10-31,7,0
SC,2020-10-31,42,1
SD,2020-10-31,62,1
TN,2020-10-31,183,2
TX,2020-10-31,851,10
UT,2020-10-31,64,1
VA,2020-10-31,71,13
VI,2020-10-31,0,0
VT,2020-10-31,0,0
WA,2020-10-31,29,1
WI,2020-10-31,349,2
WV,2020-10-31,28,0
WY,2020-10-31,22,0
AK,2020-10-30,10,1
AL,2020-10-30,156,2
AR,2020-10-30,102,1
AZ,2020-10-30,106,1
CA,2020-10-30,448,4
CO,2020-10-30,115,2
CT,2020-10-30,52,1
DC,2020-10-30,13,2
DE,2020-10-30,5,0
FL,2020-10-30,583,7
GA,2020-10-30,326,7
HI,2020-10-30,5,0
IA,2020-10-30,102,1
ID,2020-10-30,46,2
IL,2020-10-30,354,7
IN,2020-10-30,224,3
KS,2020-10-30,113,0
KY,2020-10-30,277,1
LA,2020-10-30,74,1
MA,2020-10-30,59,1
MD,2020-10-30,62,1
ME,2020-10-30,4,0
MI,2020-10-30,281,6
MN,2020-10-30,110,2
MO,2020-10-30,192,4
MS,2020-10-30,65,1
MT,2020-10-30,81,0
NC,2020-10-30,155,2
ND,2020-10-30,46,0
NE,2020-10-30,75,1
NH,2020-10-30,6,0
NJ,2020-10-30,121,1
NM,2020-10-30,57,1
NV,2020-10-30,43,1
NY,2020-10-30,157,12
OH,2020-10-30,275,4
OK,2020-10-30,199,5
OR,2020-10-30,16,0
PA,2020-10-30,196,2
PR,2020-10-30,105,1
RI,2020-10-30,10,1
SC,2020-10-30,74,3
SD,2020-10-30,59,0
TN,2020-10-30,207,1
TX,2020-10-30,825,15
UT,2020-10-30,47,1
VA,2020-10-30,77,1
VI,2020-10-30,0,0
VT,2020-10-30,0,0
WA,2020-10-30,58,0
WI,2020-10-30,365,12
WV,2020-10-30,23,0
WY,2020-10-30,25,0
AK,2020-10-29,11,0
AL,2020-10-29,148,1
AR,2020-10-29,95,1
AZ,2020-10-29,101,1
CA,2020-10-29,348,11
CO,2020-10-29,119,1
CT,2020-10-29,39,2
DC,2020-10-29,16,2
DE,2020-10-29,12,1
FL,2020-10-29,533,12
GA,2020-10-29,262,5
HI,2020-10-29,5,0
IA,2020-10-29,94,1
ID,2020-10-29,40,3
IL,2020-10-29,366,10
IN,2020-10-29,211,6
KS,2020-10-29,93,1
KY,2020-10-29,280,1
LA,2020-10-29,81,0
MA,2020-10-29,58,0
MD,2020-10-29,80,1
ME,2020-10-29,8,0
MI,2020-10-29,266,3
MN,2020-10-29,101,2
MO,2020-10-29,210,1
MS,2020-10-29,79,0
MT,2020-10-29,51,0
NC,2020-10-29,147,1
ND,2020-10-29,47,3
NE,2020-10-29,103,2
NH,2020-10-29,8,0
NJ,2020-10-29,107,1
NM,2020-10-29,59,0
NV,2020-10-29,51,1
NY,2020-10-29,147,4
OH,2020-10-29,247,4
OK,2020-10-29,185,4
OR,2020-10-29,28,0
PA,2020-10-29,181,1
PR,2020-10-29,128,0
RI,2020-10-29,11,0
SC,2020-10-29,84,1
SD,2020-10-29,71,0
TN,2020-10-29,177,4
TX,2020-10-29,808,16
UT,2020-10-29,59,0
VA,2020-10-29,85,1
VI,2020-10-29,0,0
VT,2020-10-29,2,0
WA,2020-10-29,54,1
WI,2020-10-29,360,3
WV,2020-10-29,34,0
WY,2020-10-29,24,1
AK,2020-10-28,8,0
AL,2020-10-28,187,1
AR,2020-10-28,75,2
AZ,2020-10-28,95,0
CA,2020-10-28,372,4
CO,2020-10-28,109,3
CT,2020-10-28,50,2
DC,2020-10-28,11,0
DE,2020-10-28,13,0
FL,2020-10-28,511,8
GA,2020-10-28,314,2
HI,2020-10-28,9,0
IA,2020-10-28,110,2
ID,2020-10-28,36,4
IL,2020-10-28,345,6
IN,2020-10-28,159,3
KS,2020-10-28,101,0
KY,2020-10-28,220,1
LA,2020-10-28,87,1
MA,2020-10-28,52,2
MD,2020-10-28,59,0
ME,2020-10-28,6,0
MI,2020-10-28,256,6
MN,2020-10-28,120,6
MO,2020-10-28,167,3
MS,2020-10-28,94,1
MT,2020-10-28,60,1
NC,2020-10-28,151,2
ND,2020-10-28,39,0
NE,2020-10-28,80,1
NH,2020-10-28,1,1
NJ,2020-10-28,104,2
NM,2020-10-28,43,0
NV,2020-10-28,71,1
NY,2020-10-28,163,4
OH,2020-10-28,248,5
OK,2020-10-28,204,0
OR,2020-10-28,20,1
PA,2020-10-28,168,6
PR,2020-10-28,108,0
RI,2020-10-28,18,0
SC,2020-10-28,72,0
SD,2020-10-28,76,2
TN,2020-10-28,196,2
TX,2020-10-28,761,15
UT,2020-10-28,51,0
VA,2020-10-28,90,2
VI,2020-10-28,0,0
VT,2020-10-28,3,0
WA,2020-10-28,45,0
WI,2020-10-28,361,12
WV,2020-10-28,41,0
WY,2020-10-28,11,1
AK,2020-10-27,14,0
AL,2020-10-27,172,0
AR,2020-10-27,91,3
AZ,2020-10-27,88,1
CA,2020-10-27,353,4
CO,2020-10-27,88,0
CT,2020-10-27,47,0
DC,2020-10-27,10,0
DE,2020-10-27,8,0
FL,2020-10-27,341,28
GA,2020-10-27,321,7
HI,2020-10-27,9,0
IA,2020-10-27,113,0
ID,2020-10-27,36,2
IL,2020-10-27,349,4
IN,2020-10-27,187,4
KS,2020-10-27,89,2
KY,2020-10-27,224,1
LA,2020-10-27,80,4
MA,2020-10-27,53,1
MD,2020-10-27,96,2
ME,2020-10-27,3,0
MI,2020-10-27,231,7
MN,2020-10-27,111,6
MO,2020-10-27,209,3
MS,2020-10-27,76,0
MT,2020-10-27,82,1
NC,2020-10-27,151,2
ND,2020-10-27,45,0
NE,2020-10-27,67,1
NH,2020-10-27,3,0
NJ,2020-10-27,111,3
NM,2020-10-27,51,0
NV,2020-10-27,57,0
NY,2020-10-27,152,5
OH,2020-10-27,220,4
OK,2020-10-27,201,7
OR,2020-10-27,21,0
PA,2020-10-27,175,3
PR,2020-10-27,33,3
RI,2020-10-27,13,0
SC,2020-10-27,89,3
SD,2020-10-27,91,1
TN,2020-10-27,205,0
TX,2020-10-27,747,21
UT,2020-10-27,56,0
VA,2020-10-27,80,2
VI,2020-10-27,0,0
VT,2020-10-27,1,0
WA,2020-10-27,48,0
WI,2020-10-27,338,2
WV,2020-10-27,26,1
WY,2020-10-27,17,1
AK,2020-10-26,10,0
AL,2020-10-26,149,1
AR,2020-10-26,82,0
AZ,2020-10-26,78,1
CA,2020-10-26,299,3
CO,2020-10-26,76,0
CT,2020-10-26,34,0
DC,2020-10-26,10,1
DE,2020-10-26,8,1
FL,2020-10-26,283,11
GA,2020-10-26,243,7
HI,2020-10-26,8,0
IA,2020-10-26,78,1
ID,2020-10-26,39,0
IL,2020-10-26,295,3
IN,2020-10-26,127,3
KS,2020-10-26,75,0
KY,2020-10-26,196,0
LA,2020-10-26,66,1
MA,2020-10-26,57,0
MD,2020-10-26,54,1
ME,2020-10-26,5,0
MI,2020-10-26,178,4
MN,2020-10-26,95,1
MO,2020-10-26,168,0
MS,2020-10-26,51,0
MT,2020-10-26,46,0
NC,2020-10-26,117,6
ND,2020-10-26,44,0
NE,2020-10-26,33,0
NH,2020-10-26,4,0
NJ,2020-10-26,78,0
NM,2020-10-26,44,0
NV,2020-10-26,43,2
NY,2020-10-26,108,6
OH,2020-10-26,176,1
OK,2020-10-26,161,3
OR,2020-10-26,19,0
PA,2020-10-26,135,3
PR,2020-10-26,16,0
RI,2020-10-26,6,0
SC,2020-10-26,84,2
SD,2020-10-26,62,0
TN,2020-10-26,171,3
TX,2020-10-26,699,14
UT,2020-10-26,51,1
VA,2020-10-26,76,2
VI,2020-10-26,0,0
VT,2020-10-26,2,0
WA,2020-10-26,29,0
WI,2020-10-26,329,3
WV,2020-10-26,24,0
WY,2020-10-26,15,0
AK,2020-10-25,4,0
AL,2020-10-25,149,1
AR,2020-10-25,86,1
AZ,2020-10-25,94,1
CA,2020-10-25,318,7
CO,2020-10-25,92,3
CT,2020-10-25,24,0
DC,2020-10-25,9,1
DE,2020-10-25,11,1
FL,2020-10-25,297,8
GA,2020-10-25,236,4
HI,2020-10-25,3,1
IA,2020-10-25,77,0
ID,2020-10-25,30,0
IL,2020-10-25,271,5
IN,2020-10-25,173,0
KS,2020-10-25,83,1
KY,2020-10-25,185,1
LA,2020-10-25,75,0
MA,2020-10-25,56,1
MD,2020-10-25,57,2
ME,2020-10-25,2,0
MI,2020-10-25,141,1
MN,2020-10-25,85,2
MO,2020-10-25,155,2
MS,2020-10-25,72,1
MT,2020-10-25,51,0
NC,2020-10-25,128,3
ND,2020-10-25,29,0
NE,2020-10-25,55,0
NH,2020-10-25,5,0
NJ,2020-10-25,84,2
NM,2020-10-25,90,0
NV,2020-10-25,47,0
NY,2020-10-25,133,4
OH,2020-10-25,189,2
OK,2020-10-25,181,2
OR,2020-10-25,12,0
PA,2020-10-25,124,0
PR,2020-10-25,10,0
RI,2020-10-25,4,0
SC,2020-10-25,58,0
SD,2020-10-25,50,2
TN,2020-10-25,150,1
TX,2020-10-25,637,16
UT,2020-10-25,47,1
VA,2020-10-25,65,0
VI,2020-10-25,0,0
VT,2020-10-25,1,0
WA,2020-10-25,29,1
WI,2020-10-25,334,6
WV,2020-10-25,25,0
WY,2020-10-25,17,0
AK,2020-10-24,5,0
AL,2020-10-24,148,4
AR,2020-10-24,97,1
AZ,2020-10-24,114,1
CA,2020-10-24,340,1
CO,2020-10-24,81,3
CT,2020-10-24,44,0
DC,2020-10-24,14,2
DE,2020-10-24,9,0
FL,2020-10-24,376,18
GA,2020-10-24,256,5
HI,2020-10-24,6,0
IA,2020-10-24,86,0
ID,2020-10-24,29,1
IL,2020-10-24,289,2
IN,2020-10-24,176,3
KS,2020-10-24,83,2
KY,2020-10-24,268,0
LA,2020-10-24,211,1
MA,2020-10-24,65,0
MD,2020-10-24,56,0
ME,2020-10-24,2,0
MI,2020-10-24,166,1
MN,2020-10-24,107,3
MO,2020-10-24,187,0
MS,2020-10-24,78,2
MT,2020-10-24,40,0
NC,2020-10-24,169,3
ND,2020-10-24,38,0
NE,2020-10-24,45,0
NH,2020-10-24,2,0
NJ,2020-10-24,112,0
NM,2020-10-24,60,0
NV,2020-10-24,44,0
NY,2020-10-24,144,2
OH,2020-10-24,197,1
OK,2020-10-24,205,3
OR,2020-10-24,17,0
PA,2020-10-24,153,1
PR,2020-10-24,30,0
RI,2020-10-24,8,0
SC,2020-10-24,63,1
SD,2020-10-24,58,2
TN,2020-10-24,175,1
TX,2020-10-24,772,14
UT,2020-10-24,50,0
VA,2020-10-24,91,3
VI,2020-10-24,0,0
VT,2020-10-24,1,0
WA,2020-10-24,32,0
WI,2020-10-24,329,4
WV,2020-10-24,36,0
WY,2020-10-24,15,0
AK,2020-10-23,5,1
AL,2020-10-23,173,2
AR,2020-10-23,82,0
AZ,2020-10-23,110,1
CA,2020-10-23,353,2
CO,2020-10-23,87,4
CT,2020-10-23,32,0
DC,2020-10-23,13,1
DE,2020-10-23,8,1
FL,2020-10-23,351,9
GA,2020-10-23,258,9
HI,2020-10-23,5,1
IA,2020-10-23,103,1
ID,2020-10-23,45,1
IL,2020-10-23,285,3
IN,2020-10-23,174,3
KS,2020-10-23,89,0
KY,2020-10-23,220,1
LA,2020-10-23,62,1
MA,2020-10-23,60,1
MD,2020-10-23,57,2
ME,2020-10-23,1,0
MI,2020-10-23,154,2
MN,2020-10-23,111,2
MO,2020-10-23,174,1
MS,2020-10-23,80,2
MT,2020-10-23,49,0
NC,2020-10-23,145,2
ND,2020-10-23,38,0
NE,2020-10-23,43,0
NH,2020-10-23,4,0
NJ,2020-10-23,87,0
NM,2020-10-23,44,1
NV,2020-10-23,46,0
NY,2020-10-23,162,3
OH,2020-10-23,230,2
OK,2020-10-23,184,6
OR,2020-10-23,19,0
PA,2020-10-23,145,2
PR,2020-10-23,23,0
RI,2020-10-23,17,2
SC,2020-10-23,77,0
SD,2020-10-23,49,0
TN,2020-10-23,176,0
TX,2020-10-23,782,10
UT,2020-10-23,35,2
VA,2020-10-23,69,1
VI,2020-10-23,0,0
VT,2020-10-23,1,0
WA,2020-10-23,28,0
WI,2020-10-23,335,6
WV,2020-10-23,38,0
WY,2020-10-23,12,0
AK,2020-10-22,10,0
AL,2020-10-22,149,2
AR,2020-10-22,81,2
AZ,2020-10-22,98,0
CA,2020-10-22,350,6
CO,2020-10-22,78,3
CT,2020-10-22,35,0
DC,2020-10-22,8,0
DE,2020-10-22,10,4
FL,2020-10-22,309,6
GA,2020-10-22,309,9
HI,2020-10-22,3,0
IA,2020-10-22,84,3
ID,2020-10-22,30,2
IL,2020-10-22,258,3
IN,2020-10-22,173,1
KS,2020-10-22,87,1
KY,2020-10-22,214,0
LA,2020-10-22,93,2
MA,2020-10-22,78,1
MD,2020-10-22,70,0
ME,2020-10-22,2,0
MI,2020-10-22,150,0
MN,2020-10-22,97,1
MO,2020-10-22,156,0
MS,2020-10-22,77,1
MT,2020-10-22,70,0
NC,2020-10-22,147,2
ND,2020-10-22,37,0
NE,2020-10-22,52,1
NH,2020-10-22,0,0
NJ,2020-10-22,98,0
NM,2020-10-22,53,1
NV,2020-10-22,44,3
NY,2020-10-22,153,4
OH,2020-10-22,251,1
OK,2020-10-22,232,2
OR,2020-10-22,24,0
PA,2020-10-22,154,2
PR,2020-10-22,19,0
RI,2020-10-22,8,0
SC,2020-10-22,72,0
SD,2020-10-22,78,0
TN,2020-10-22,163,3
TX,2020-10-22,764,13
UT,2020-10-22,50,3
VA,2020-10-22,64,1
VI,2020-10-22,0,0
VT,2020-10-22,0,0
WA,2020-10-22,26,1
WI,2020-10-22,341,4
WV,2020-10-22,28,0
WY,2020-10-22,12,0
AK,2020-10-21,11,0
AL,2020-10-21,151,1
AR,2020-10-21,91,2
AZ,2020-10-21,87,0
CA,2020-10-21,320,4
CO,2020-10-21,92,7
CT,2020-10-21,32,0
DC,2020-10-21,13,0
DE,2020-10-21,10,1
FL,2020-10-21,301,4
GA,2020-10-21,267,7
HI,2020-10-21,7,0
IA,2020-10-21,90,0
ID,2020-10-21,47,0
IL,2020-10-21,283,1
IN,2020-10-21,174,3
KS,2020-10-21,93,1
KY,2020-10-21,165,0
LA,2020-10-21,89,4
MA,2020-10-21,61,0
MD,2020-10-21,58,2
ME,2020-10-21,2,0
MI,2020-10-21,131,1
MN,2020-10-21,70,1
MO,2020-10-21,178,1
MS,2020-10-21,95,0
MT,2020-10-21,73,0
NC,2020-10-21,131,0
ND,2020-10-21,46,0
NE,2020-10-21,75,1
NH,2020-10-21,3,0
NJ,2020-10-21,91,2
NM,2020-10-21,48,1
NV,2020-10-21,62,4
NY,2020-10-21,171,5
OH,2020-10-21,230,20
OK,2020-10-21,198,5
OR,2020-10-21,16,0
PA,2020-10-21,131,2
PR,2020-10-21,21,0
RI,2020-10-21,14,0
SC,2020-10-21,73,0
SD,2020-10-21,51,0
TN,2020-10-21,173,0
TX,2020-10-21,747,14
UT,2020-10-21,51,1
VA,2020-10-21,76,1
VI,2020-10-21,0,0
VT,2020-10-21,0,0
WA,2020-10-21,34,1
WI,2020-10-21,308,5
WV,2020-10-21,19,1
WY,2020-10-21,24,1
AK,2020-10-20,11,0
AL,2020-10-20,139,0
AR,2020-10-20,97,2
AZ,2020-10-20,91,0
CA,2020-10-20,366,2
CO,2020-10-20,103,2
CT,2020-10-20,24,0
DC,2020-10-20,12,0
DE,2020-10-20,12,3
FL,2020-10-20,330,9
GA,2020-10-20,303,7
HI,2020-10-20,16,0
IA,2020-10-20,90,0
ID,2020-10-20,35,1
IL,2020-10-20,266,2
IN,2020-10-20,191,3
KS,2020-10-20,79,0
KY,2020-10-20,199,1
LA,2020-10-20,104,4
MA,2020-10-20,42,1
MD,2020-10-20,78,2
ME,2020-10-20,1,0
MI,2020-10-20,136,0
MN,2020-10-20,86,2
MO,2020-10-20,182,3
MS,2020-10-20,121,1
MT,2020-10-20,72,0
NC,2020-10-20,160,3
ND,2020-10-20,35,0
NE,2020-10-20,63,0
NH,2020-10-20,4,0
NJ,2020-10-20,93,1
NM,2020-10-20,33,0
NV,2020-10-20,50,0
NY,2020-10-20,141,0
OH,2020-10-20,245,1
OK,2020-10-20,204,1
OR,2020-10-20,62,0
PA,2020-10-20,152,11
PR,2020-10-20,26,0
RI,2020-10-20,10,0
SC,2020-10-20,74,4
SD,2020-10-20,47,1
TN,2020-10-20,191,2
TX,2020-10-20,717,16
UT,2020-10-20,49,1
VA,2020-10-20,71,2
VI,2020-10-20,0,0
VT,2020-10-20,0,0
WA,2020-10-20,29,1
WI,2020-10-20,303,2
WV,2020-10-20,27,0
WY,2020-10-20,30,1
AK,2020-10-19,8,0
AL,2020-10-19,125,1
AR,2020-10-19,83,1
AZ,2020-10-19,69,2
CA,2020-10-19,316,4
CO,2020-10-19,73,1
CT,2020-10-19,23,1
DC,2020-10-19,16,1
DE,2020-10-19,10,4
FL,2020-10-19,259,5
GA,2020-10-19,207,9
HI,2020-10-19,7,0
IA,2020-10-19,70,1
ID,2020-10-19,32,0
IL,2020-10-19,288,3
IN,2020-10-19,191,8
KS,2020-10-19,54,0
KY,2020-10-19,168,0
LA,2020-10-19,78,3
MA,2020-10-19,40,0
MD,2020-10-19,48,0
ME,2020-10-19,0,0
MI,2020-10-19,93,0
MN,2020-10-19,66,8
MO,2020-10-19,154,2
MS,2020-10-19,83,0
MT,2020-10-19,64,1
NC,2020-10-19,119,1
ND,2020-10-19,20,0
NE,2020-10-19,42,0
NH,2020-10-19,2,0
NJ,2020-10-19,77,3
NM,2020-10-19,33,0
NV,2020-10-19,49,1
NY,2020-10-19,110,4
OH,2020-10-19,181,2
OK,2020-10-19,194,3
OR,2020-10-19,13,2
PA,2020-10-19,188,1
PR,2020-10-19,18,0
RI,2020-10-19,9,0
SC,2020-10-19,58,1
SD,2020-10-19,46,2
TN,2020-10-19,167,1
TX,2020-10-19,676,13
UT,2020-10-19,44,4
VA,2020-10-19,66,1
VI,2020-10-19,0,0
VT,2020-10-19,0,0
WA,2020-10-19,30,0
WI,2020-10-19,300,2
WV,2020-10-19,29,0
WY,2020-10-19,29,1
AK,2020-10-18,3,0
AL,2020-10-18,109,0
AR,2020-10-18,92,0
AZ,2020-10-18,89,1
CA,2020-10-18,314,6
CO,2020-10-18,49,1
CT,2020-10-18,22,0
DC,2020-10-18,7,0
DE,2020-10-18,10,3
FL,2020-10-18,266,7
GA,2020-10-18,204,10
HI,2020-10-18,12,0
IA,2020-10-18,67,1
ID,2020-10-18,24,1
IL,2020-10-18,439,2
IN,2020-10-18,145,4
KS,2020-10-18,48,0
KY,2020-10-18,155,0
LA,2020-10-18,71,3
MA,2020-10-18,42,0
MD,2020-10-18,58,0
ME,2020-10-18,0,0
MI,2020-10-18,94,0
MN,2020-10-18,67,1
MO,2020-10-18,171,0
MS,2020-10-18,79,0
MT,2020-10-18,49,0
NC,2020-10-18,143,0
ND,2020-10-18,20,2
NE,2020-10-18,40,0
NH,2020-10-18,0,0
NJ,2020-10-18,68,1
NM,2020-10-18,32,0
NV,2020-10-18,50,2
NY,2020-10-18,105,4
OH,2020-10-18,202,5
